Date,Store ID,Category,Units Sold,Sales Amount,Total Cost,Gross Margin,Variance Last Year %
2024-03-30,S015,Womens,12,201.08,137.98,63.1,0.0457
2024-03-30,S016,Kids,14,1956.77,892.48,1064.29,0.0826
2024-03-30,S017,Kids,1,72.9,44.69,28.21,0.1409
2024-03-30,S018,Kids,6,783.22,485.78,297.44,-0.0754
2024-03-30,S019,Womens,16,1969.43,1109.71,859.72,0.1182
2024-03-30,S020,Home,5,147.22,92.73,54.49,0.1918
2024-03-31,S001,Home,3,141.89,78.58,63.31,0.096
2024-03-31,S002,Mens,1,77.03,41.64,35.39,0.0847
2024-03-31,S003,Mens,1,103.19,48.25,54.94,0.1024
2024-03-31,S004,Mens,17,1496.56,941.06,555.5,0.0727
2024-03-31,S005,Kids,12,1709.43,912.81,796.62,0.0743
2024-03-31,S006,Womens,16,673.01,372.42,300.59,-0.0675
2024-03-31,S007,Shoes,21,763.74,430.68,333.06,0.0923
2024-03-31,S008,Shoes,17,1336.14,738.6,597.54,-0.0554
2024-03-31,S009,Electronics,3,98.36,60.99,37.37,0.187
2024-03-31,S010,Kids,22,1797.21,861.97,935.24,-0.1445
2024-03-31,S011,Shoes,10,1092.29,707.33,384.96,-0.0317
2024-03-31,S012,Kids,5,359.26,198.54,160.72,-0.0575
2024-03-31,S013,Womens,11,457.08,212.01,245.07,-0.0707
2024-03-31,S014,Electronics,24,2392.32,1265.76,1126.56,0.2393
2024-03-31,S015,Mens,18,1110.36,599.0,511.36,-0.1466
2024-03-31,S016,Kids,7,993.47,668.62,324.85,0.0642
2024-03-31,S017,Shoes,18,1328.83,672.48,656.35,0.0055
2024-03-31,S018,Shoes,6,694.8,328.96,365.84,0.055
2024-03-31,S019,Kids,13,1638.75,823.49,815.26,0.0076
2024-03-31,S020,Electronics,16,1473.82,967.39,506.43,-0.0399
2024-04-01,S001,Kids,20,2211.02,1261.95,949.07,0.2086
2024-04-01,S002,Shoes,9,619.92,343.35,276.57,0.0132
2024-04-01,S003,Womens,19,2290.03,1465.04,824.99,0.0415
2024-04-01,S004,Womens,19,1079.02,564.41,514.61,0.1744
2024-04-01,S005,Home,15,1856.49,1146.0,710.49,0.143
2024-04-01,S006,Womens,7,107.22,54.81,52.41,0.1222
2024-04-01,S007,Electronics,11,1120.71,534.6,586.11,0.0245
2024-04-01,S008,Shoes,20,1153.21,609.5,543.71,0.1034
2024-04-01,S009,Mens,21,2505.1,1233.03,1272.07,0.1787
2024-04-01,S010,Electronics,23,2197.82,1174.3,1023.52,-0.045
2024-04-01,S011,Kids,13,1222.13,659.75,562.38,0.0401
2024-04-01,S012,Mens,22,3006.74,1476.25,1530.49,0.0026
2024-04-01,S013,Home,13,1291.78,816.69,475.09,0.2228
2024-04-01,S014,Electronics,2,286.56,133.48,153.08,0.0912
2024-04-01,S015,Shoes,3,379.71,257.61,122.1,0.202
2024-04-01,S016,Shoes,11,222.31,148.89,73.42,-0.024
2024-04-01,S017,Home,7,547.7,328.39,219.31,-0.1376
2024-04-01,S018,Electronics,19,2580.93,1795.46,785.47,0.1048
2024-04-01,S019,Shoes,3,411.87,238.5,173.37,-0.0885
2024-04-01,S020,Womens,9,1055.32,667.94,387.38,0.1337
2024-04-02,S001,Electronics,3,323.76,163.48,160.28,0.0255
2024-04-02,S002,Mens,13,1570.84,884.88,685.96,0.1669
2024-04-02,S003,Electronics,9,969.54,657.66,311.88,0.0934
2024-04-02,S004,Mens,9,1302.76,790.58,512.18,-0.0462
2024-04-02,S005,Womens,18,523.89,330.09,193.8,0.1249
2024-04-02,S006,Electronics,17,2372.3,1404.68,967.62,-0.0045
2024-04-02,S007,Home,13,357.07,220.85,136.22,-0.1274
2024-04-02,S008,Shoes,4,515.24,283.23,232.01,0.0589
2024-04-02,S009,Mens,6,590.36,333.01,257.35,0.2076
2024-04-02,S010,Mens,23,2958.82,1924.23,1034.59,0.0142
2024-04-02,S011,Home,19,1326.6,870.98,455.62,-0.0589
2024-04-02,S012,Shoes,11,689.91,421.23,268.68,-0.0517
2024-04-02,S013,Electronics,21,595.58,308.42,287.16,0.192
2024-04-02,S014,Mens,12,265.47,149.79,115.68,0.2269
2024-04-02,S015,Mens,15,432.09,274.82,157.27,0.1723
2024-04-02,S016,Kids,1,132.48,64.21,68.27,-0.0991
2024-04-02,S017,Womens,12,1237.03,795.97,441.06,-0.0067
2024-04-02,S018,Home,5,399.44,234.85,164.59,0.1027
2024-04-02,S019,Home,4,572.27,281.81,290.46,0.2363
2024-04-02,S020,Womens,2,159.9,85.28,74.62,0.0296
2024-04-03,S001,Mens,23,1697.5,939.93,757.57,0.1431
2024-04-03,S002,Electronics,23,1222.16,719.6,502.56,0.1422
2024-04-03,S003,Mens,15,2110.33,1451.61,658.72,-0.0054
2024-04-03,S004,Home,9,1032.64,695.22,337.42,0.0292
2024-04-03,S005,Kids,1,71.13,47.13,24.0,-0.0581
2024-04-03,S006,Shoes,22,1436.64,729.22,707.42,0.0744
2024-04-03,S007,Mens,11,640.48,434.48,206.0,0.0137
2024-04-03,S008,Home,1,48.42,31.56,16.86,0.1552
2024-04-03,S009,Womens,8,1150.75,779.82,370.93,0.2349
2024-04-03,S010,Womens,4,460.85,296.14,164.71,0.0498
2024-04-03,S011,Shoes,11,191.82,109.47,82.35,-0.0176
2024-04-03,S012,Mens,7,400.56,263.05,137.51,0.088
2024-04-03,S013,Mens,23,2297.75,1101.74,1196.01,0.112
2024-04-03,S014,Womens,13,655.35,432.35,223.0,-0.1371
2024-04-03,S015,Mens,9,824.06,486.43,337.63,0.0401
2024-04-03,S016,Home,22,518.7,284.8,233.9,0.2355
2024-04-03,S017,Shoes,10,1331.75,737.62,594.13,0.0111
2024-04-03,S018,Mens,6,536.42,336.43,199.99,-0.1042
2024-04-03,S019,Kids,24,2891.27,1565.56,1325.71,-0.0534
2024-04-03,S020,Mens,4,115.7,79.34,36.36,0.168
2024-04-04,S001,Home,3,333.36,182.09,151.27,0.0109
2024-04-04,S002,Kids,21,1676.06,960.13,715.93,0.1388
2024-04-04,S003,Womens,15,409.78,186.4,223.38,0.1723
2024-04-04,S004,Shoes,3,444.61,268.92,175.69,0.1103
2024-04-04,S005,Mens,8,379.54,233.36,146.18,0.2139
2024-04-04,S006,Womens,8,333.87,161.44,172.43,-0.1274
2024-04-04,S007,Womens,11,267.45,186.93,80.52,-0.0345
2024-04-04,S008,Womens,24,1140.83,780.36,360.47,0.0581
2024-04-04,S009,Mens,6,409.94,218.81,191.13,-0.0671
2024-04-04,S010,Womens,22,1270.55,786.88,483.67,-0.0342
2024-04-04,S011,Kids,6,92.3,63.02,29.28,-0.1056
2024-04-04,S012,Mens,5,595.45,332.74,262.71,0.2287
2024-04-04,S013,Womens,2,266.23,173.77,92.46,0.2424
2024-04-04,S014,Electronics,12,794.73,458.27,336.46,0.0751
2024-04-04,S015,Mens,15,822.6,520.99,301.61,0.1985
2024-04-04,S016,Shoes,2,56.36,38.01,18.35,-0.01
2024-04-04,S017,Kids,10,1466.86,939.33,527.53,0.0194
2024-04-04,S018,Home,15,859.38,499.89,359.49,-0.0203
2024-04-04,S019,Shoes,21,2307.26,1495.51,811.75,0.1016
2024-04-04,S020,Mens,3,332.62,206.0,126.62,-0.1402
2024-04-05,S001,Electronics,22,2362.46,1275.68,1086.78,0.1171
2024-04-05,S002,Kids,3,368.11,250.45,117.66,0.2414
2024-04-05,S003,Mens,20,967.45,676.27,291.18,-0.1086
2024-04-05,S004,Womens,8,260.43,138.53,121.9,-0.0659
2024-04-05,S005,Shoes,12,215.62,141.06,74.56,-0.1444
2024-04-05,S006,Home,20,1596.34,1043.87,552.47,-0.1249
2024-04-05,S007,Mens,14,1145.09,553.58,591.51,0.2043
2024-04-05,S008,Home,16,593.26,271.96,321.3,-0.0936
2024-04-05,S009,Electronics,1,39.2,19.85,19.35,-0.1399
2024-04-05,S010,Kids,7,870.79,565.33,305.46,-0.099
2024-04-05,S011,Electronics,10,250.59,144.74,105.85,0.2378
2024-04-05,S012,Mens,4,98.29,48.88,49.41,0.1585
2024-04-05,S013,Home,3,432.23,269.96,162.27,-0.0669
2024-04-05,S014,Electronics,7,558.05,322.79,235.26,-0.0539
2024-04-05,S015,Electronics,12,1129.66,724.18,405.48,0.2473
2024-04-05,S016,Kids,3,294.67,205.23,89.44,0.106
2024-04-05,S017,Mens,18,2568.26,1752.75,815.51,0.0026
2024-04-05,S018,Womens,12,275.94,131.44,144.5,-0.0761
2024-04-05,S019,Womens,14,1555.08,781.79,773.29,0.119
2024-04-05,S020,Home,21,2765.09,1565.44,1199.65,0.1477
2024-04-06,S001,Shoes,5,617.08,344.3,272.78,0.1643
2024-04-06,S002,Home,8,303.59,162.07,141.52,0.0932
2024-04-06,S003,Mens,11,407.98,196.33,211.65,-0.1393
2024-04-06,S004,Mens,21,2809.26,1295.83,1513.43,0.1425
2024-04-06,S005,Mens,12,886.81,612.41,274.4,0.1837
2024-04-06,S006,Mens,17,707.84,374.67,333.17,-0.0372
2024-04-06,S007,Electronics,6,517.52,362.23,155.29,0.1873
2024-04-06,S008,Home,16,1219.28,706.3,512.98,0.1554
2024-04-06,S009,Shoes,9,1094.69,661.83,432.86,-0.1048
2024-04-06,S010,Womens,20,2160.96,1300.74,860.22,0.0653
2024-04-06,S011,Mens,2,76.11,38.57,37.54,0.0802
2024-04-06,S012,Kids,18,1057.27,630.96,426.31,-0.1233
2024-04-06,S013,Womens,22,3227.32,1721.16,1506.16,0.088
2024-04-06,S014,Kids,14,1355.37,640.29,715.08,0.2337
2024-04-06,S015,Home,19,2306.63,1444.01,862.62,0.0859
2024-04-06,S016,Kids,24,2975.36,1611.9,1363.46,-0.0232
2024-04-06,S017,Electronics,14,1068.97,536.97,532.0,-0.1485
2024-04-06,S018,Electronics,18,1508.63,822.19,686.44,0.0294
2024-04-06,S019,Kids,12,747.44,420.84,326.6,-0.0966
2024-04-06,S020,Home,8,736.34,471.39,264.95,-0.0901
2024-04-07,S001,Electronics,20,984.83,499.32,485.51,-0.1454
2024-04-07,S002,Kids,4,204.9,127.96,76.94,-0.1494
2024-04-07,S003,Womens,13,544.39,324.96,219.43,-0.1244
2024-04-07,S004,Home,14,572.57,305.44,267.13,0.1411
2024-04-07,S005,Home,15,370.42,235.89,134.53,-0.1288
2024-04-07,S006,Home,10,392.54,244.27,148.27,0.076
2024-04-07,S007,Shoes,1,121.06,74.86,46.2,-0.104
2024-04-07,S008,Kids,23,3195.42,2166.39,1029.03,0.1456
2024-04-07,S009,Mens,3,386.57,193.65,192.92,0.1472
2024-04-07,S010,Electronics,8,412.01,268.17,143.84,0.2482
2024-04-07,S011,Shoes,21,1553.26,900.96,652.3,-0.032
2024-04-07,S012,Shoes,23,1028.5,535.32,493.18,0.0274
2024-04-07,S013,Electronics,8,898.96,556.7,342.26,0.059
2024-04-07,S014,Mens,21,756.26,414.42,341.84,0.046
2024-04-07,S015,Home,9,644.71,341.13,303.58,-0.1358
2024-04-07,S016,Electronics,7,827.01,375.88,451.13,0.2237
2024-04-07,S017,Home,20,2457.94,1658.26,799.68,0.2265
2024-04-07,S018,Shoes,1,147.03,102.71,44.32,0.0722
2024-04-07,S019,Womens,9,1190.98,700.93,490.05,0.0935
2024-04-07,S020,Mens,22,785.49,497.48,288.01,-0.1498
2024-04-08,S001,Electronics,22,3205.58,2182.14,1023.44,0.2036
2024-04-08,S002,Kids,24,3137.31,1449.75,1687.56,-0.0906
2024-04-08,S003,Electronics,21,2932.55,1654.92,1277.63,0.1885
2024-04-08,S004,Kids,12,867.51,424.38,443.13,0.0206
2024-04-08,S005,Mens,10,180.38,101.2,79.18,0.1625
2024-04-08,S006,Electronics,8,1166.13,552.43,613.7,0.006
2024-04-08,S007,Kids,9,836.02,408.01,428.01,-0.0793
2024-04-08,S008,Shoes,4,576.17,365.02,211.15,0.1147
2024-04-08,S009,Home,5,161.11,107.11,54.0,0.0879
2024-04-08,S010,Home,6,750.84,488.53,262.31,0.1883
2024-04-08,S011,Electronics,12,1750.37,1207.59,542.78,-0.007
2024-04-08,S012,Womens,21,788.6,550.61,237.99,0.0752
2024-04-08,S013,Mens,4,476.9,313.35,163.55,-0.0818
2024-04-08,S014,Womens,21,2253.69,1460.42,793.27,-0.0329
2024-04-08,S015,Electronics,10,808.56,427.44,381.12,-0.0692
2024-04-08,S016,Home,16,1199.01,591.92,607.09,-0.0705
2024-04-08,S017,Shoes,3,449.72,232.51,217.21,-0.0185
2024-04-08,S018,Home,5,273.42,137.79,135.63,-0.0865
2024-04-08,S019,Kids,9,263.69,119.89,143.8,0.1719
2024-04-08,S020,Mens,9,1104.01,645.27,458.74,-0.0261
2024-04-09,S001,Home,3,343.41,206.17,137.24,0.1122
2024-04-09,S002,Electronics,11,951.52,510.91,440.61,0.0582
2024-04-09,S003,Kids,15,1072.19,673.91,398.28,0.1945
2024-04-09,S004,Mens,8,607.67,335.44,272.23,0.125
2024-04-09,S005,Womens,24,2434.41,1629.53,804.88,0.0173
2024-04-09,S006,Electronics,21,3130.62,1491.81,1638.81,-0.0568
2024-04-09,S007,Shoes,12,1409.63,814.58,595.05,0.1076
2024-04-09,S008,Electronics,1,129.01,76.84,52.17,0.2444
2024-04-09,S009,Mens,20,2552.1,1658.71,893.39,-0.0118
2024-04-09,S010,Mens,7,511.82,290.1,221.72,-0.054
2024-04-09,S011,Electronics,1,88.24,61.29,26.95,0.174
2024-04-09,S012,Kids,19,1457.27,876.73,580.54,0.0917
2024-04-09,S013,Kids,24,1737.01,901.27,835.74,-0.044
2024-04-09,S014,Womens,17,1285.8,720.09,565.71,-0.1135
2024-04-09,S015,Home,12,1234.91,792.8,442.11,0.2343
2024-04-09,S016,Home,14,421.87,236.33,185.54,0.0416
2024-04-09,S017,Home,23,1570.86,1081.27,489.59,0.0441
2024-04-09,S018,Kids,6,96.64,65.2,31.44,0.2224
2024-04-09,S019,Shoes,10,167.65,82.64,85.01,0.1115
2024-04-09,S020,Mens,14,330.22,166.85,163.37,0.055
2024-04-10,S001,Mens,3,69.33,36.84,32.49,-0.0925
2024-04-10,S002,Home,17,1479.9,719.17,760.73,-0.1463
2024-04-10,S003,Electronics,11,426.65,256.65,170.0,-0.0152
2024-04-10,S004,Home,19,1094.65,516.38,578.27,-0.0608
2024-04-10,S005,Mens,1,72.78,44.73,28.05,-0.0445
2024-04-10,S006,Kids,10,158.0,85.96,72.04,-0.1247
2024-04-10,S007,Home,12,1108.91,756.25,352.66,0.1814
2024-04-10,S008,Shoes,1,50.46,29.07,21.39,0.1476
2024-04-10,S009,Shoes,11,1239.52,807.54,431.98,-0.0342
2024-04-10,S010,Mens,16,1161.44,780.81,380.63,0.1881
2024-04-10,S011,Womens,12,1300.24,872.25,427.99,0.0483
2024-04-10,S012,Womens,24,2801.88,1415.0,1386.88,0.0054
2024-04-10,S013,Home,12,1353.56,745.75,607.81,-0.0641
2024-04-10,S014,Mens,11,426.49,271.18,155.31,-0.0492
2024-04-10,S015,Home,8,424.21,241.87,182.34,0.0292
2024-04-10,S016,Kids,8,580.2,302.8,277.4,-0.0859
2024-04-10,S017,Shoes,15,334.21,193.55,140.66,0.0519
2024-04-10,S018,Home,4,116.07,55.82,60.25,-0.1096
2024-04-10,S019,Mens,12,498.3,255.56,242.74,-0.0806
2024-04-10,S020,Kids,22,2868.21,1455.97,1412.24,-0.019
2024-04-11,S001,Womens,22,1790.87,814.67,976.2,0.1185
2024-04-11,S002,Home,20,743.86,484.27,259.59,0.1668
2024-04-11,S003,Electronics,21,1444.92,711.68,733.24,-0.0481
2024-04-11,S004,Kids,22,440.04,256.9,183.14,0.1319
2024-04-11,S005,Mens,5,230.68,148.38,82.3,-0.0144
2024-04-11,S006,Mens,20,1162.71,570.76,591.95,0.0243
2024-04-11,S007,Electronics,10,1138.52,537.32,601.2,0.1173
2024-04-11,S008,Electronics,16,364.82,177.0,187.82,0.1367
2024-04-11,S009,Home,20,1389.58,672.89,716.69,0.0527
2024-04-11,S010,Womens,19,1548.71,828.17,720.54,-0.0912
2024-04-11,S011,Shoes,14,1632.82,849.88,782.94,-0.0625
2024-04-11,S012,Womens,8,287.77,177.45,110.32,0.0921
2024-04-11,S013,Kids,14,864.44,530.47,333.97,0.1337
2024-04-11,S014,Electronics,15,948.41,563.61,384.8,-0.0131
2024-04-11,S015,Electronics,24,3576.68,1723.23,1853.45,-0.1211
2024-04-11,S016,Shoes,6,334.49,204.9,129.59,-0.0184
2024-04-11,S017,Shoes,24,1209.25,647.87,561.38,0.0143
2024-04-11,S018,Kids,6,504.34,345.92,158.42,-0.1332
2024-04-11,S019,Electronics,21,2578.1,1665.03,913.07,-0.0091
2024-04-11,S020,Electronics,2,181.15,81.9,99.25,-0.1169
2024-04-12,S001,Home,18,720.55,416.48,304.07,0.2469
2024-04-12,S002,Electronics,10,1392.15,790.15,602.0,-0.1384
2024-04-12,S003,Womens,24,1921.15,924.24,996.91,-0.0643
2024-04-12,S004,Kids,14,1385.64,798.73,586.91,0.1768
2024-04-12,S005,Shoes,22,2777.81,1752.53,1025.28,0.1831
2024-04-12,S006,Kids,23,2324.1,1462.06,862.04,-0.0603
2024-04-12,S007,Mens,5,693.84,409.4,284.44,-0.0885
2024-04-12,S008,Mens,15,981.47,494.24,487.23,0.084
2024-04-12,S009,Mens,1,138.41,81.19,57.22,-0.0075
2024-04-12,S010,Shoes,6,655.47,345.92,309.55,-0.1101
2024-04-12,S011,Home,2,77.16,51.1,26.06,-0.0307
2024-04-12,S012,Home,9,745.95,345.35,400.6,0.2269
2024-04-12,S013,Electronics,23,1354.3,662.97,691.33,-0.0146
2024-04-12,S014,Home,20,1281.61,747.01,534.6,0.1987
2024-04-12,S015,Electronics,8,240.51,117.11,123.4,0.0212
2024-04-12,S016,Shoes,6,264.67,124.65,140.02,0.0432
2024-04-12,S017,Womens,12,898.93,532.81,366.12,0.0608
2024-04-12,S018,Kids,5,515.77,296.86,218.91,0.1386
2024-04-12,S019,Mens,23,2184.53,1445.83,738.7,-0.0072
2024-04-12,S020,Kids,12,861.82,544.48,317.34,-0.1071
2024-04-13,S001,Shoes,18,1833.83,865.57,968.26,0.2074
2024-04-13,S002,Womens,2,234.06,161.76,72.3,-0.1042
2024-04-13,S003,Shoes,22,2736.07,1413.29,1322.78,-0.064
2024-04-13,S004,Electronics,13,626.29,372.17,254.12,-0.0402
2024-04-13,S005,Electronics,23,361.53,213.74,147.79,-0.0143
2024-04-13,S006,Home,2,204.12,135.31,68.81,0.0937
2024-04-13,S007,Shoes,15,1276.99,718.48,558.51,-0.1453
2024-04-13,S008,Womens,17,1613.44,1023.03,590.41,0.0785
2024-04-13,S009,Kids,23,706.56,423.31,283.25,-0.04
2024-04-13,S010,Shoes,20,754.22,470.23,283.99,0.1082
2024-04-13,S011,Electronics,7,457.04,235.65,221.39,0.1539
2024-04-13,S012,Mens,11,1073.68,583.42,490.26,0.1308
2024-04-13,S013,Kids,12,1294.94,748.66,546.28,0.0335
2024-04-13,S014,Electronics,19,2028.71,1196.29,832.42,0.1
2024-04-13,S015,Home,21,783.83,544.31,239.52,-0.1068
2024-04-13,S016,Mens,5,102.83,52.72,50.11,0.1259
2024-04-13,S017,Mens,6,365.87,192.19,173.68,0.0813
2024-04-13,S018,Kids,5,466.19,243.2,222.99,-0.0032
2024-04-13,S019,Womens,19,419.09,215.15,203.94,-0.1203
2024-04-13,S020,Kids,6,748.47,344.09,404.38,0.1136
2024-04-14,S001,Kids,19,2520.51,1439.84,1080.67,-0.0278
2024-04-14,S002,Mens,2,182.36,87.28,95.08,0.2488
2024-04-14,S003,Electronics,7,434.08,272.41,161.67,-0.0044
2024-04-14,S004,Womens,20,1705.54,934.54,771.0,0.0808
2024-04-14,S005,Shoes,13,1307.83,910.46,397.37,-0.0947
2024-04-14,S006,Electronics,22,1591.75,882.25,709.5,0.1155
2024-04-14,S007,Shoes,21,1934.69,1331.61,603.08,0.0567
2024-04-14,S008,Mens,16,1421.8,654.31,767.49,-0.024
2024-04-14,S009,Womens,21,2750.63,1394.81,1355.82,-0.062
2024-04-14,S010,Kids,7,997.3,651.19,346.11,0.1467
2024-04-14,S011,Shoes,2,104.55,71.36,33.19,-0.0041
2024-04-14,S012,Mens,17,1980.11,1100.38,879.73,0.0569
2024-04-14,S013,Mens,16,1370.24,632.06,738.18,0.2234
2024-04-14,S014,Electronics,23,2660.91,1726.05,934.86,0.1491
2024-04-14,S015,Mens,13,437.6,240.58,197.02,0.242
2024-04-14,S016,Kids,21,1389.14,637.17,751.97,-0.1092
2024-04-14,S017,Mens,24,3191.18,1531.63,1659.55,0.0304
2024-04-14,S018,Womens,23,1958.57,1259.15,699.42,0.0591
2024-04-14,S019,Kids,7,781.78,378.27,403.51,-0.0335
2024-04-14,S020,Womens,13,1618.71,818.52,800.19,0.137
2024-04-15,S001,Mens,12,1054.85,596.26,458.59,-0.0196
2024-04-15,S002,Shoes,12,1777.31,1216.46,560.85,0.1949
2024-04-15,S003,Mens,17,2275.17,1570.38,704.79,0.2072
2024-04-15,S004,Kids,10,939.74,584.81,354.93,0.2256
2024-04-15,S005,Womens,17,1483.1,923.08,560.02,0.1217
2024-04-15,S006,Mens,14,1318.92,855.95,462.97,0.04
2024-04-15,S007,Electronics,18,2551.19,1488.57,1062.62,0.0884
2024-04-15,S008,Mens,18,683.75,415.88,267.87,0.0179
2024-04-15,S009,Shoes,9,211.51,139.29,72.22,0.1638
2024-04-15,S010,Mens,12,1207.61,790.48,417.13,0.1063
2024-04-15,S011,Home,11,1139.33,572.64,566.69,-0.0227
2024-04-15,S012,Home,5,450.92,215.11,235.81,0.2233
2024-04-15,S013,Shoes,8,356.49,204.67,151.82,-0.0392
2024-04-15,S014,Kids,11,682.54,329.68,352.86,-0.0436
2024-04-15,S015,Shoes,5,95.45,61.34,34.11,0.0987
2024-04-15,S016,Home,3,266.15,159.05,107.1,0.2239
2024-04-15,S017,Electronics,16,343.25,170.9,172.35,-0.0831
2024-04-15,S018,Mens,17,1797.11,1015.14,781.97,0.2467
2024-04-15,S019,Electronics,5,284.81,198.24,86.57,0.1827
2024-04-15,S020,Home,4,359.48,237.54,121.94,0.0424
2024-04-16,S001,Shoes,24,2753.64,1899.95,853.69,0.1214
2024-04-16,S002,Womens,10,1426.6,799.94,626.66,0.0897
2024-04-16,S003,Shoes,3,208.77,102.4,106.37,0.1303
2024-04-16,S004,Shoes,19,1247.84,636.89,610.95,0.0719
2024-04-16,S005,Womens,13,201.61,122.55,79.06,0.0886
2024-04-16,S006,Shoes,24,1822.61,932.7,889.91,0.166
2024-04-16,S007,Home,10,945.51,551.26,394.25,-0.0434
2024-04-16,S008,Shoes,11,1542.14,849.18,692.96,0.2061
2024-04-16,S009,Home,9,281.21,133.47,147.74,0.153
2024-04-16,S010,Kids,10,1226.65,599.24,627.41,0.1001
2024-04-16,S011,Home,21,1490.05,676.04,814.01,0.1864
2024-04-16,S012,Shoes,21,986.84,554.6,432.24,-0.0745
2024-04-16,S013,Electronics,21,1829.98,1204.41,625.57,0.0107
2024-04-16,S014,Home,15,1859.56,1188.91,670.65,-0.0072
2024-04-16,S015,Kids,8,260.08,146.54,113.54,0.0528
2024-04-16,S016,Kids,10,1004.93,655.9,349.03,-0.1321
2024-04-16,S017,Kids,16,845.09,411.14,433.95,-0.0343
2024-04-16,S018,Mens,8,683.64,421.07,262.57,0.0024
2024-04-16,S019,Electronics,24,1449.18,757.3,691.88,0.0665
2024-04-16,S020,Home,6,813.55,470.51,343.04,0.1801
2024-04-17,S001,Shoes,16,2068.05,1309.23,758.82,0.0944
2024-04-17,S002,Home,24,1669.32,843.63,825.69,0.0548
2024-04-17,S003,Shoes,18,1663.98,933.83,730.15,0.1174
2024-04-17,S004,Electronics,6,739.15,506.95,232.2,-0.1106
2024-04-17,S005,Home,1,81.83,54.14,27.69,0.0521
2024-04-17,S006,Electronics,2,227.58,111.78,115.8,-0.0095
2024-04-17,S007,Electronics,6,667.35,392.9,274.45,0.2117
2024-04-17,S008,Electronics,11,1360.45,738.01,622.44,0.1094
2024-04-17,S009,Kids,20,866.08,581.29,284.79,0.0965
2024-04-17,S010,Mens,3,118.85,81.48,37.37,0.152
2024-04-17,S011,Mens,14,1919.7,1027.36,892.34,0.0008
2024-04-17,S012,Womens,11,952.22,461.29,490.93,-0.0024
2024-04-17,S013,Electronics,21,1988.31,1240.34,747.97,-0.0125
2024-04-17,S014,Electronics,9,1060.52,492.69,567.83,0.2494
2024-04-17,S015,Home,1,58.83,32.3,26.53,0.0127
2024-04-17,S016,Kids,8,1066.53,533.71,532.82,-0.1187
2024-04-17,S017,Mens,9,1150.12,564.32,585.8,0.1917
2024-04-17,S018,Womens,10,852.11,560.32,291.79,0.0177
2024-04-17,S019,Home,19,2343.87,1528.81,815.06,-0.0519
2024-04-17,S020,Mens,16,1606.62,1069.56,537.06,-0.1181
2024-04-18,S001,Home,8,652.47,385.63,266.84,0.1116
2024-04-18,S002,Kids,18,407.83,186.53,221.3,-0.0787
2024-04-18,S003,Womens,23,2565.31,1548.58,1016.73,-0.1312
2024-04-18,S004,Kids,13,1006.06,590.84,415.22,0.2296
2024-04-18,S005,Electronics,23,637.62,387.95,249.67,-0.0355
2024-04-18,S006,Shoes,22,1697.88,971.33,726.55,-0.141
2024-04-18,S007,Mens,3,164.07,96.8,67.27,-0.0296
2024-04-18,S008,Mens,17,1189.46,604.33,585.13,0.0639
2024-04-18,S009,Electronics,23,1923.6,941.3,982.3,0.1184
2024-04-18,S010,Womens,17,508.35,288.21,220.14,-0.1217
2024-04-18,S011,Kids,2,101.39,59.0,42.39,0.057
2024-04-18,S012,Electronics,24,2139.03,1274.33,864.7,0.0107
2024-04-18,S013,Shoes,21,3146.03,1906.2,1239.83,0.0735
2024-04-18,S014,Home,2,103.8,70.7,33.1,-0.0083
2024-04-18,S015,Womens,11,1649.25,850.63,798.62,0.0804
2024-04-18,S016,Home,16,595.59,290.15,305.44,0.0325
2024-04-18,S017,Shoes,2,222.84,104.15,118.69,0.2389
2024-04-18,S018,Electronics,15,1442.67,852.12,590.55,-0.0961
2024-04-18,S019,Shoes,20,2440.23,1639.57,800.66,-0.0368
2024-04-18,S020,Kids,24,3144.57,1616.51,1528.06,0.0021
2024-04-19,S001,Electronics,17,2527.45,1185.28,1342.17,0.1147
2024-04-19,S002,Home,1,75.29,42.49,32.8,-0.0465
2024-04-19,S003,Shoes,19,2135.84,1111.92,1023.92,0.1841
2024-04-19,S004,Shoes,5,540.68,362.8,177.88,-0.0672
2024-04-19,S005,Shoes,11,1375.54,955.61,419.93,0.2021
2024-04-19,S006,Womens,18,527.47,252.16,275.31,-0.0335
2024-04-19,S007,Mens,9,1112.25,750.56,361.69,0.0995
2024-04-19,S008,Womens,14,562.14,266.98,295.16,-0.0047
2024-04-19,S009,Home,24,2661.78,1310.48,1351.3,0.1828
2024-04-19,S010,Shoes,5,469.13,235.71,233.42,-0.1204
2024-04-19,S011,Shoes,21,2060.26,976.07,1084.19,0.2302
2024-04-19,S012,Shoes,12,1063.64,731.27,332.37,-0.0782
2024-04-19,S013,Shoes,18,365.77,218.32,147.45,-0.1253
2024-04-19,S014,Kids,13,444.09,233.67,210.42,0.179
2024-04-19,S015,Electronics,11,525.81,321.05,204.76,-0.0396
2024-04-19,S016,Shoes,20,1170.31,705.23,465.08,0.2256
2024-04-19,S017,Kids,22,552.0,311.97,240.03,0.2063
2024-04-19,S018,Home,2,297.0,204.12,92.88,-0.1187
2024-04-19,S019,Shoes,20,1280.46,846.61,433.85,0.0174
2024-04-19,S020,Kids,11,1106.85,712.39,394.46,-0.1365
2024-04-20,S001,Kids,19,824.64,430.94,393.7,0.1646
2024-04-20,S002,Shoes,18,377.14,206.86,170.28,0.0166
